종목코드,종목명,결산월,액면가,자본금,상장주식,신용비율,연중최고,연중최저,시가총액,시가총액비중,외인소진률,대용가,PER,EPS,ROE,PBR,EV,BPS,매출액,영업이익,당기순이익,250최고,250최저,시가,고가,저가,상한가,하한가,기준가,예상체결가,예상체결수량,250최고가일,250최고가대비율,250최저가일,250최저가대비율,현재가,대비기호,전일대비,등락율,거래량,거래대비,액면가단위,유통주식,유통비율
005930,삼성전자,12,100,7780,5969783,+0.16,+96800,-80200,4877312,,+54.69,65680,21.27,3841,10.0,2.07,5.78,39406,2368070,359939,264078,+96800,-47200,+82400,+82500,-81500,+106500,-57500,82100,81700,897,20210111,-15.60,20200513,+73.09,-81700,5,-400,-0.49,19927152,+127.76,원,4706589,78.8
