date,open,high,low,close,volume,per,pbr,roe,market_kospi_ma5_ratio,market_kospi_ma20_ratio,market_kospi_ma60_ratio,market_kospi_ma120_ratio,bond_k3y_ma5_ratio,bond_k3y_ma20_ratio,bond_k3y_ma60_ratio,bond_k3y_ma120_ratio
20170511,45420,46180,45220,45500,21277850,9.35,1.25,14.08,1.013366993,1.025918098,1.044632451,1.048738764,0.999233255,0.998946028,0.999893437,1.000644046
20170512,45760,46160,45660,45820,9422900,9.35,1.25,14.08,1.001917488,1.01785791,1.037497157,1.042133842,1,0.999477609,1.000471152,1.001248876
20170515,45620,46280,45620,46100,8001400,9.35,1.25,14.08,1.001284618,1.018555213,1.039223011,1.044557751,1.000931141,1.000396892,1.001454527,1.002237198
20170516,46660,46800,46100,46380,8803750,9.35,1.25,14.08,0.992875502,1.007256026,1.028365815,1.034251298,0.999945231,0.999454859,1.000535074,1.001314733
20170517,46120,46640,46100,46340,7424450,9.35,1.25,14.08,0.995099229,1.00739323,1.029149966,1.035432001,1.000629757,1.00025774,1.001336516,1.002120218
20170518,45740,46000,45540,45940,11160350,9.35,1.25,14.08,0.995087872,1.002849254,1.025518771,1.031973709,1.00054742,1.000524599,1.001581549,1.002373437
20170519,45640,45780,44720,44720,15762350,9.35,1.25,14.08,1.002240217,1.008625424,1.031821131,1.038532439,1.000638453,1.000914608,1.001968898,1.002758401
20170522,45040,45380,44760,45100,17643550,9.35,1.25,14.08,1.003369436,1.008267818,1.031468764,1.038215201,1.000300966,1.00062037,1.001662893,1.002456711
20170523,45400,45580,44900,44920,12607050,9.35,1.25,14.08,1.004900328,1.010885261,1.034239618,1.040894246,1.000492314,1.001156338,1.002171188,1.002965759
20170524,44860,45300,44800,44880,8675400,9.35,1.25,14.08,1.005052935,1.012126724,1.035658508,1.042332982,0.999936188,1.000668237,1.001663504,1.002469465
20170525,45160,45680,44800,45680,13044800,9.35,1.25,14.08,0.998831919,1.006759835,1.030119545,1.03676397,1.000364581,1.00121326,1.002204445,1.003027222
20170526,45600,46460,45540,46080,13613650,9.35,1.25,14.08,1.002367806,1.009908223,1.034046456,1.040886402,1.000246074,1.001048935,1.002129811,1.002954031
20170529,46220,46400,45380,45620,8739550,9.35,1.25,14.08,0.997554886,1.004354135,1.028349775,1.035352677,1.000373597,1.001288263,1.002416598,1.003245229
20170530,45520,45660,44480,44640,12433600,9.35,1.25,14.08,1.005636623,1.012747899,1.037054907,1.044369253,1.000291564,1.001212928,1.002379226,1.003207031
20170531,44580,45020,44400,44700,18669100,9.35,1.25,14.08,1.0083789,1.015739068,1.040621621,1.048246212,1.000810631,1.001987927,1.003171811,1.004030024
20170601,44860,44900,44400,44680,9753500,9.35,1.25,14.08,1.007777659,1.016501486,1.042006684,1.050016732,1.00003643,1.001242378,1.002426071,1.003310714
20170602,45060,45960,45000,45960,12488750,9.35,1.25,14.08,1.011425756,1.02162811,1.048371465,1.056871022,1.000518993,1.001855372,1.003085434,1.004009964
20170605,46040,46360,45720,45940,7599400,9.35,1.25,14.08,1.010857656,1.024955365,1.052434218,1.061361086,1.000591689,1.002030589,1.003305712,1.004255203
20170607,46500,46500,45240,45300,13729400,9.35,1.25,14.08,1.011802302,1.029524361,1.057312786,1.066829481,0.997140099,0.998030922,0.999220405,1.000194518
20170608,45000,45580,45000,45160,13978750,9.35,1.25,14.08,1.011623565,1.032769505,1.061090069,1.071367274,0.997757745,0.997937392,0.999016635,1.00001789
20170609,45680,46440,45600,46100,11732850,9.35,1.25,14.08,1.011726837,1.037089265,1.065968937,1.077031674,0.998230557,0.997766433,0.998764985,0.999794079
20170612,45420,45600,45140,45380,10954300,9.35,1.25,14.08,0.99596733,1.021138149,1.049916243,1.061429936,0.998301851,0.996941115,0.997811437,0.998850911
20170613,45140,45620,45140,45400,8624900,9.35,1.25,14.08,1.000442471,1.025970802,1.055286495,1.06760033,1.000484253,0.998420308,0.999164321,1.000244352
20170614,45800,46060,45240,45360,10166700,9.35,1.25,14.08,1.002433025,1.027031902,1.057259958,1.070639636,0.999753271,0.997617772,0.998261031,0.999345751
20170615,45680,45920,45180,45680,9657000,9.35,1.25,14.08,0.999835807,1.021995603,1.052928056,1.067141092,1.000374655,0.998328899,0.998883033,0.999958135
20170616,45500,45940,45460,45580,17403450,9.35,1.25,14.08,1.002181594,1.020801102,1.052727151,1.06786357,0.99966186,0.997635535,0.998064882,0.99911439
20170619,45580,46560,45560,46560,11303900,9.35,1.25,14.08,1.006083206,1.025440939,1.058330612,1.0745913,1.000137055,0.998433392,0.998747688,0.999768614
20170620,47240,48140,47220,48140,15045000,9.35,1.25,14.08,0.997047878,1.014223727,1.047250146,1.064281312,1.000027414,0.998316905,0.99852945,0.999515168
20170621,47740,48120,47480,47480,9973650,9.35,1.25,14.08,0.993348557,1.007103618,1.039977495,1.057795729,1.000082236,0.998585831,0.998673909,0.999637333
20170622,47960,48080,47720,47960,11455800,9.35,1.25,14.08,0.991568531,1.002030445,1.034532554,1.053232527,0.999981724,0.99852179,0.998502049,0.99943565
20170623,47600,47780,47420,47620,9515100,9.35,1.25,14.08,1.000544433,1.008592006,1.041699855,1.06144895,1.000155325,0.998973329,0.998826726,0.999738569
20170626,47520,48360,47520,48280,8552800,9.35,1.25,14.08,1.001813663,1.006037464,1.039159168,1.059844023,0.999926903,0.998843118,0.998564376,0.999446705
20170627,48220,48400,47900,48300,9616750,9.35,1.25,14.08,1.007241752,1.010210544,1.044165223,1.065976201,0.9997807,0.99882923,0.998406176,0.999259106
20170628,47600,48000,47560,47700,9572500,9.35,1.25,14.08,0.997113,0.998825527,1.032306529,1.054814838,0.999479081,0.998564219,0.997971177,0.998803989
20170629,48040,48320,47940,47940,8306550,9.35,1.25,14.08,0.998860582,1.000792536,1.034152847,1.057655136,0.999268739,0.998408592,0.997603027,0.998394155
20170630,47500,47620,47100,47540,11877550,9.35,1.25,14.08,1.000382757,1.001209872,1.034434743,1.05884812,1.000118844,0.99932404,0.998365716,0.999125917
20170703,47500,47780,47120,47220,6805550,9.35,1.25,14.08,0.990505071,0.988971154,1.021103464,1.045784095,0.999597674,0.998851029,0.997669033,0.998398334
20170704,47160,47400,46900,47000,7961000,9.35,1.25,14.08,0.988211177,0.982269632,1.012918438,1.038033606,0.999881114,0.99925514,0.997852217,0.998547866
20170705,46820,47680,46780,47580,10640250,9.35,1.25,14.08,0.99757519,0.990642966,1.020353362,1.046250457,0.999277377,0.998539826,0.997089218,0.997744507
20170706,48000,48100,47720,48060,10923050,9.35,1.25,14.08,1.002240651,0.994472459,1.022947283,1.049509593,0.999853642,0.99916131,0.997683132,0.998295532
20170707,47740,48120,47620,47860,8131900,9.35,1.25,14.08,1.003807973,0.995216391,1.022117134,1.049104271,0.998819427,0.997792131,0.996236198,0.996806016
20170710,48500,48900,48320,48660,10792750,9.35,1.25,14.08,0.995807022,0.986873125,1.012017814,1.039490046,0.999588082,0.998406846,0.996814211,0.997367677
20170711,48640,49000,48280,49000,9717800,9.35,1.25,14.08,0.993060814,0.985074709,1.008283391,1.036251141,1.000018311,0.998760979,0.997078068,0.997614615
20170712,49000,50000,48840,49880,9486150,9.35,1.25,14.08,0.988753302,0.979208149,0.999977185,1.028272862,1.000091558,0.99888662,0.997161639,0.997680406
20170713,50080,50940,50040,50560,16034150,9.35,1.25,14.08,0.994520687,0.982865481,1.001680243,1.03044751,1.000814862,0.999693626,0.997935233,0.998419846
20170714,51000,51080,50420,50480,8239000,9.35,1.25,14.08,0.999627103,0.986235716,1.002939296,1.032280409,1.000356976,0.999554138,0.997807301,0.998247807
20170717,50900,51020,50520,50640,8976100,9.35,1.25,14.08,1.007834958,0.996118293,1.011015806,1.040950372,1.000192186,0.999631849,0.997864241,0.998260724
20170718,50420,50880,50360,50840,7084450,9.35,1.25,14.08,1.011667373,1.002760561,1.016583053,1.046944651,1.000292804,0.999958838,0.998186002,0.998532085
20170719,50620,50820,50000,50740,11157500,9.35,1.25,14.08,1.016779548,1.013660836,1.027149066,1.058098591,1.000054893,0.999931393,0.998156213,0.998442645
20170720,50760,51320,50560,51200,8367600,9.35,1.25,14.08,1.016984056,1.020159366,1.033693494,1.065098929,1.000530567,1.000551161,0.998786997,0.999043963
20170721,50860,51160,50520,51080,8449050,9.35,1.25,14.08,1.010287984,1.019705329,1.032735829,1.064351463,1.000557898,1.000809613,0.999053304,0.99927802
20170724,50700,51000,50620,50860,7099750,9.35,1.25,14.08,1.006126,1.020101735,1.032503161,1.064539654,1.000539473,1.001042896,0.999291493,0.999505614
20170725,50500,50760,49940,50000,10810600,9.35,1.25,14.08,0.994045795,1.009949273,1.021077795,1.053033413,1.000603324,1.001342472,0.999633942,0.99981123
20170726,49600,50020,49300,49840,11224800,9.35,1.25,14.08,0.990493189,1.004953036,1.015300787,1.047228737,1,1.00090792,0.999254163,0.999398297
20170727,50000,50640,49560,49800,11449500,9.35,1.25,14.08,0.992349817,1.003953402,1.013265818,1.045482028,1.001132875,1.002298115,1.000776291,1.000885601
20170728,49800,49800,47380,47760,26168300,9.35,1.25,14.08,0.979099974,0.984765904,0.992074717,1.023723989,1.000657606,1.002041857,1.000610388,1.00069188
20170731,47420,48240,46920,48200,12701400,9.35,1.25,14.08,0.983299002,0.981802942,0.987705332,1.019286196,1.000264814,1.001758152,1.000441434,1.000497402
20170801,48000,48840,47540,48600,11369500,9.35,1.25,14.08,0.992511199,0.986031275,0.991277446,1.022875651,0.999497763,1.000925894,0.999687945,0.999718
20170802,49200,49340,48600,49000,7777450,9.35,1.25,14.08,1.002152121,0.992975419,0.99759904,1.029111256,0.999534336,1.000960088,0.999830271,0.999860331
20170803,49000,49000,47120,47780,15540800,9.35,1.25,14.08,0.98719743,0.972703863,0.975695526,1.006076201,0.999808221,1.00097144,0.999933782,0.999953571
20170804,48160,48180,47500,47700,8359200,9.35,1.25,14.08,0.988329479,0.972051171,0.973552248,1.00331441,0.999990866,1.000859303,0.999977166,1.000003806
20170807,47500,48080,47440,47580,7218250,9.35,1.25,14.08,0.999460493,0.983074177,0.983769996,1.01346464,0.999543212,1.000077695,0.999311172,0.999320299
20170808,47980,48260,47480,47720,7979600,9.35,1.25,14.08,1.004965642,0.988372377,0.988589286,1.01806454,0.999332986,0.999645824,0.998987646,0.998965215
20170809,47400,47400,46240,46280,14555400,9.35,1.25,14.08,0.995894764,0.975634549,0.975146921,1.003907383,0.998820884,0.998756981,0.998160942,0.998114976
20170810,46200,46320,45460,45900,22986150,9.35,1.25,14.08,0.992448528,0.972272932,0.970853432,0.999174789,0.99919534,0.998772956,0.998215651,0.99813207
20170811,45120,45300,44220,44620,25407300,9.35,1.25,14.08,0.97832353,0.95637169,0.953341912,0.980759797,0.999396246,0.99856271,0.998050338,0.997920808
20170814,45120,45400,44720,45000,19185600,9.35,1.25,14.08,0.985765703,0.960169518,0.955220567,0.982231126,1.000567205,0.999622982,0.999198321,0.999030991
20170816,46220,46380,46000,46200,21913650,9.35,1.25,14.08,0.999691358,0.970776962,0.963816792,0.990684644,1.000091495,0.999035742,0.998661508,0.998449794
20170817,46960,47300,46740,47040,12415850,9.35,1.25,14.08,1.011270098,0.983998949,0.974811294,1.001663412,1.000219567,0.999255106,0.998952286,0.998689561
20170818,46760,47240,46240,46900,10477950,9.35,1.25,14.08,1.012456333,0.98874647,0.977103822,1.003667077,1.000850581,1.000143948,0.99990558,0.999597317
20170821,47240,47240,46580,46840,5103450,9.35,1.25,14.08,1.004208928,0.987263446,0.973012414,0.999108585,1.000484585,1.000086825,0.999910144,0.999550503
20170822,46820,47160,46700,47000,7381750,9.35,1.25,14.08,1.004863225,0.995050715,0.978233242,1.004040011,1.000127999,0.999782934,0.999645127,0.999243724
20170823,47780,47780,47180,47480,9384700,9.35,1.25,14.08,1.001256832,0.996260057,0.977380093,1.002771492,0.999899443,0.999728086,0.999615404,0.999166828
20170824,47520,47660,47340,47520,8657450,9.35,1.25,14.08,1.005726532,1.003966546,0.98348711,1.008537777,1.000137099,1.000134814,1.000081493,0.999586646
20170825,47880,47880,46720,47020,11243550,9.35,1.25,14.08,1.007608172,1.009202458,0.987418455,1.011981062,1.000986914,1.001204205,1.001184378,1.000625734
20170828,47020,47240,45960,46100,9962100,9.35,1.25,14.08,1.007944085,1.013317495,0.991465192,1.015417787,1.000703498,1.00112653,1.001134918,1.000524865
20170829,45640,46080,45160,46080,12623650,9.35,1.25,14.08,1.006535196,1.014656819,0.993165654,1.016377825,1.000301433,1.000957449,1.001009297,1.000335318
20170830,46380,46400,45960,46200,7513000,9.35,1.25,14.08,1.004644357,1.016122207,0.994929405,1.017349169,1.000100453,1.000975703,1.00111677,1.000362334
20170831,46220,46640,46000,46320,11011700,9.35,1.25,14.08,1.005862435,1.020487964,0.999446492,1.02105648,1.000593391,1.001736508,1.001920412,1.001140237
20170901,46460,46640,46300,46480,10641700,9.35,1.25,14.08,1.008608325,1.025438045,1.005970047,1.026771545,0.999963483,1.001071581,1.00126985,1.000462014
20170904,45780,46360,45500,46040,7943500,9.35,1.25,14.08,0.992310211,1.007517431,0.989685383,1.009051238,0.998968159,0.999876615,1.000042659,0.99919778
20170905,46240,46900,45960,46760,11716100,9.35,1.25,14.08,0.990621348,1.004176909,0.98683435,1.00530299,0.999241961,0.999968011,1.000124166,0.999263636
20170906,46760,47180,46700,47000,10811050,9.35,1.25,14.08,0.997218895,1.010048829,0.993094483,1.010751378,1.000127864,1.000774537,1.000991805,1.000100082
20170907,47000,48220,47000,48120,9676500,9.35,1.25,14.08,1.006019461,1.017935341,1.002390965,1.019218801,0.998044037,0.997977905,0.998190012,0.9972666
20170908,48700,49180,48580,49080,10893000,9.35,1.25,14.08,1.001975464,1.010345234,0.996405209,1.01220577,0.999615972,0.9991432,0.999401228,0.998456916
20170911,49700,50180,49500,49800,10374750,9.35,1.25,14.08,1.003672104,1.011602506,1.000176255,1.015104936,0.999826252,0.999195782,0.999500257,0.998553565
20170912,50200,50220,49140,49600,12029750,9.35,1.25,14.08,1.005578998,1.01462796,1.005931736,1.019877984,0.999414584,0.998560559,0.998845072,0.997883022
20170913,49820,50400,49440,49620,9357000,9.35,1.25,14.08,1.00213175,1.011272881,1.004732104,1.017747844,1.000484939,0.999319134,0.999635842,0.998671118
20170914,50060,50320,49760,50300,14204750,9.35,1.25,14.08,1.009613449,1.019148132,1.014375656,1.026742729,1.000137212,0.99922546,0.999561936,0.998592326
20170915,50300,50560,49860,50400,10757300,9.35,1.25,14.08,1.013319708,1.02599135,1.023146131,1.034955889,1.000594503,0.999833209,1.000160751,0.999193597
20170918,50540,52480,50520,52480,11524950,9.35,1.25,14.08,1.014295921,1.030218949,1.029929833,1.041096158,1.000365815,0.999714393,1.000035808,0.999065341
20170919,52500,52640,51780,52120,9850400,9.35,1.25,14.08,1.007844818,1.025737698,1.027651917,1.038056769,0.99929582,0.998718127,0.999009554,0.998033222
20170920,52120,52500,51840,52220,9292750,9.35,1.25,14.08,0.995570939,1.014082221,1.017973438,1.027425816,0.999103574,0.998377551,0.99862705,0.997648785
20170921,52220,52960,52220,52800,8839800,9.35,1.25,14.08,0.986492815,1.00252787,1.007520584,1.016134125,0.999524276,0.998729364,0.998918079,0.997941792
20170922,52960,53600,52460,53000,13922400,9.35,1.25,14.08,0.974850261,0.984186608,0.989467756,0.997006466,0.999313595,0.998294881,0.998343561,0.997379204
20170925,53000,53680,53000,53620,9303100,9.35,1.25,14.08,0.974373433,0.97451096,0.979604012,0.986102977,1.000402761,0.999318792,0.999274629,0.998317336
20170926,53020,53120,51560,51660,17057200,9.35,1.25,14.08,0.984506026,0.975913629,0.98061643,0.986480719,0.999450675,0.998333291,0.998155289,0.99720398
20170927,52000,52200,51500,51680,10797000,9.35,1.25,14.08,1.000758372,0.986736405,0.991232829,0.996681375,0.998168079,0.996841848,0.996472683,0.995518757
20170928,52260,52460,51260,51260,12025450,9.35,1.25,14.08,1.003011744,0.985718239,0.989815874,0.994687975,0.998203582,0.996564046,0.995929167,0.9949795
20170929,51180,51620,50840,51280,12909400,9.35,1.25,14.08,1.009123261,0.993605244,0.997318374,1.001661086,0.998826259,0.996979543,0.996124025,0.995168435
20171010,53360,53640,52800,52800,20519800,9.35,1.25,14.08,1.007948551,0.996018796,1.000256246,1.004103852,0.998577394,0.996108949,0.995032459,0.994081651
20171011,53600,54760,53340,54640,13652150,9.35,1.25,14.08,1.013620832,1.006726861,1.01193818,1.015389023,0.999724505,0.996952776,0.995677759,0.994716061
20171012,54840,55160,54100,54800,13890700,9.35,1.25,14.08,1.014721285,1.012083507,1.018128128,1.021288169,1.00036736,0.997767218,0.996272078,0.995304835
20171013,54540,54840,53780,54000,12601650,9.35,1.25,14.08,1.004867658,1.006478354,1.012534287,1.015446971,1.001074301,0.998760996,0.997217882,0.996253104
20171016,53980,54860,53760,53920,9769950,9.35,1.25,14.08,0.997313879,1.000518875,1.006757888,1.00936883,1.000376444,0.998288922,0.996631549,0.995661979
20171017,54020,55380,54000,54800,10607800,9.35,1.25,14.08,1.00924186,1.016283039,1.023277903,1.025675951,0.999871488,0.998201542,0.996412579,0.99544279
20171018,54820,55240,54040,54760,10110750,9.35,1.25,14.08,1.004248835,1.012472987,1.019867001,1.021971424,0.999944932,0.998572486,0.996692937,0.995725479
20171019,54700,54700,52980,52980,12108700,9.35,1.25,14.08,1.002097004,1.009860912,1.017773236,1.019532731,0.997768657,0.996227245,0.994140009,0.993148833
20171020,52800,54100,52800,53840,8027050,9.35,1.25,14.08,1.007896054,1.018135682,1.026661381,1.027989482,0.997518496,0.99544627,0.993113734,0.992095503
20171023,54600,54640,54000,54300,8311050,9.35,1.25,14.08,1.007290947,1.022185704,1.031117917,1.031908486,0.998620436,0.996233617,0.993645961,0.992585471
20171024,54700,54780,54040,54040,5806050,9.35,1.25,14.08,1.019133729,1.038461225,1.048151192,1.048540747,0.998370721,0.995555066,0.99269013,0.99157838
20171025,54040,54420,53700,53900,5882850,9.35,1.25,14.08,1.015753528,1.040225474,1.050779142,1.050650315,0.999087843,0.995707169,0.992611217,0.991429509
20171026,53720,53900,52400,52400,9776550,9.35,1.25,14.08,0.999201328,1.026376842,1.037505469,1.037012656,0.997657669,0.99388611,0.9905154,0.989251146
20171027,52400,53320,52140,53080,7392500,9.35,1.25,14.08,1.007905795,1.038232657,1.051166039,1.050542247,0.997600369,0.993545037,0.98984574,0.988497706
20171030,53780,54320,53700,54040,8196150,9.35,1.25,14.08,1.0034307,1.034625782,1.050105657,1.049320924,0.999501288,0.995227323,0.991287024,0.989842057
20171031,54060,55440,53500,55080,13381550,9.35,1.25,14.08,1.007956814,1.037347981,1.055882548,1.055315399,1.000341823,0.996195725,0.991984633,0.990450027
20171101,57500,57500,56180,57220,14510250,9.35,1.25,14.08,1.008295133,1.03556468,1.057056656,1.05677382,1.000147876,0.996032988,0.99158976,0.989962241
20171102,57500,57520,56760,57060,10721050,9.35,1.25,14.08,1.002949879,1.030851711,1.054708666,1.054744551,1.000831601,0.997256314,0.9926789,0.990974506
20171103,57060,57140,55860,56380,9935800,9.35,1.25,14.08,1.008605354,1.03592869,1.062900098,1.063332249,1.000526447,0.997660797,0.99298928,0.991200537
20171106,56380,56500,55340,56380,9000950,9.35,1.25,14.08,1.008338425,1.035957997,1.065298755,1.066542638,1.000332428,0.997934213,0.993163767,0.991293506
20171107,56380,56920,55860,56100,7464550,9.35,1.25,14.08,1.002548061,1.028533563,1.059695356,1.061808619,1.000720109,0.998719295,0.993925223,0.991969617
20171108,56100,57060,55860,56760,8520200,9.35,1.25,14.08,1.010090772,1.036666556,1.070104331,1.072993044,1.000166133,0.998672921,0.993808852,0.991783568
20171109,56920,56920,55900,56340,11994050,9.35,1.25,14.08,1.006975676,1.03459784,1.069789044,1.073375178,1.000369123,0.999280993,0.994322351,0.992243497
20171110,55800,56540,55780,56400,6748800,9.35,1.25,14.08,1.016694999,1.046011021,1.084017233,1.088659157,1.000193764,0.999522829,0.994409504,0.992284394
20171113,56400,56800,56100,56380,8806650,9.35,1.25,14.08,1.034764803,1.069529989,1.112158145,1.118330844,0.998957209,0.998464256,0.993189123,0.991016009
20171114,56380,56740,55920,55920,6725000,9.35,1.25,14.08,1.039756141,1.08456082,1.131156582,1.139383296,0.999335407,0.99890666,0.993476387,0.991259205
20171115,55920,56320,55320,55340,8816950,9.35,1.25,14.08,1.038833011,1.093341876,1.144502485,1.154989546,0.998670286,0.998214014,0.992606314,0.990324156
20171116,55440,56000,55400,55780,7640700,9.35,1.25,14.08,1.03563157,1.101823525,1.158486745,1.171301405,1.000766482,1.000378477,0.994767762,0.992437893
20171117,56400,56880,55820,55820,10733150,9.35,1.25,14.08,1.01499497,1.087748928,1.148197935,1.162833505,1.000600323,1.000191563,0.994643029,0.992269172
20171120,55900,55980,55200,55200,9472750,9.35,1.25,14.08,1.015706652,1.092641943,1.158163827,1.17498307,1.000877152,1.000828638,0.995350745,0.992916463
20171121,55400,55840,55280,55280,10324700,9.35,1.25,14.08,1.012337139,1.090539606,1.159916769,1.178906251,1.000553863,1.00076865,0.99541659,0.992928321
20171122,55980,56200,55620,55960,7952950,9.35,1.25,14.08,0.998167059,1.072029455,1.143629318,1.16428718,1.000258345,1.000964863,0.995749625,0.993213135
20171123,55960,55980,55020,55300,6272900,9.35,1.25,14.08,1.014192055,1.085202253,1.16257069,1.185727207,1.000885535,1.001694031,0.996755717,0.994180646
20171124,55300,55500,55180,55460,4536200,9.35,1.25,14.08,1.004704506,1.072169284,1.152582066,1.177587294,1.000544075,1.001458345,0.996850962,0.994232383
20171127,55360,55360,52640,52640,18128900,9.35,1.25,14.08,1.002879089,1.064824964,1.148701922,1.175627945,0.999806355,1.00067373,0.996332003,0.993655527
20171128,52700,53280,51720,53280,13499400,9.35,1.25,14.08,0.982023999,1.032917974,1.116945115,1.144757365,1.000516253,1.001527253,0.997449624,0.994714652
20171129,53200,53240,52500,52600,9590250,9.35,1.25,14.08,0.992740977,1.038445511,1.125906084,1.155738108,1.001032087,1.002258149,0.998503272,0.995726631
20171130,50800,51860,50200,50800,29634150,9.35,1.25,14.08,0.986016664,1.019584917,1.10797468,1.138979063,1.001796076,1.003295429,0.999859043,0.997052036
20171201,50800,51780,50800,50840,12868600,9.35,1.25,14.08,1.008124408,1.035179975,1.127851058,1.161283732,1.001417708,1.003225576,1.000123353,0.997242868
20171204,50840,51340,50020,51340,14865050,9.35,1.25,14.08,1.004065303,1.02299301,1.117122641,1.151951942,1.000579619,1.002798486,1.000013026,0.997067762
20171205,50600,51300,50280,51260,9326550,9.35,1.25,14.08,0.993121073,1.007296561,1.101998279,1.138292071,1.000091967,1.002544506,1.000021457,0.997029403
20171206,51260,51560,50020,50020,10889200,9.35,1.25,14.08,0.989153173,0.995999251,1.090745224,1.128434963,0.999549421,1.001974914,0.999716425,0.996665937
20171207,50040,50980,50020,50740,11065600,9.35,1.25,14.08,0.974439504,0.97389981,1.067005441,1.105369784,0.996576225,0.998160943,0.996040704,0.99290753
20171208,51360,52000,51040,52000,11290450,9.35,1.25,14.08,0.97326865,0.960305411,1.051569629,1.090613138,0.996793602,0.997384039,0.995320944,0.992128891
20171211,52000,52040,51500,51780,8125850,9.35,1.25,14.08,1.004292735,0.984713639,1.077092091,1.118684208,0.997915533,0.997501521,0.995585451,0.992317666
20171212,51820,52100,51660,52100,8765050,9.35,1.25,14.08,1.003060373,0.979709454,1.069281125,1.112064734,0.999519972,0.998234478,0.996483586,0.993135646
20171213,52100,52100,51100,51320,11333700,9.35,1.25,14.08,1.01762408,0.994669949,1.083055185,1.128020607,1.000785183,0.998746266,0.997222523,0.993816928
20171214,51320,52280,51060,51060,20310400,9.35,1.25,14.08,1.010660877,0.992892414,1.07762984,1.123908027,1.001191345,0.999373145,0.998009995,0.994536973
20171215,51240,51480,50520,50620,14928550,9.35,1.25,14.08,1.00526717,0.995045538,1.077014256,1.12460273,0.999482875,0.997808205,0.99656716,0.993023787
20171218,50620,51240,50620,51200,7350250,9.35,1.25,14.08,1.001875027,0.994293619,1.072697472,1.121219659,0.999519861,0.998015493,0.996881197,0.993251016
20171219,51540,52080,51520,51560,11978600,9.35,1.25,14.08,0.994762499,0.990201112,1.064452548,1.113619953,0.999085738,0.997510488,0.996466138,0.99275177
20171220,51500,51760,50820,50880,10080550,9.35,1.25,14.08,0.984932684,0.977720499,1.047336099,1.096608256,1.000332474,0.998752884,0.997809821,0.99402984
20171221,51000,51060,49100,49140,15624300,9.35,1.25,14.08,0.973057948,0.961883655,1.02489299,1.074022064,0.999621198,0.997788993,0.996862012,0.993021225
20171222,49400,49960,49240,49700,11199650,9.35,1.25,14.08,1.003303052,0.991043259,1.051371066,1.103042817,0.998955715,0.997052977,0.996118093,0.992199795
20171226,49760,50100,48200,48200,16039850,9.35,1.25,14.08,1.006834564,0.994338294,1.050028408,1.10325129,0.999870603,0.997949766,0.997056052,0.993066603
20171227,48960,49560,48460,49360,10743600,9.35,1.25,14.08,1.039045378,1.031868116,1.087256233,1.14460115,0.99943613,0.997584926,0.996682182,0.992613011
20171228,49560,50960,49500,50960,8985450,9.35,1.25,14.08,1.035805993,1.039167565,1.09223951,1.152044994,1.0004253,0.998564975,0.997612877,0.993478114
20180102,51380,51400,50780,51020,8474250,9.35,1.25,14.08,1.034643925,1.054612159,1.107312086,1.17009052,1.00018492,0.998559969,0.997458904,0.99329083
20180103,52540,52560,51420,51620,10013500,9.35,1.25,14.08,1.031151083,1.065018701,1.116332673,1.182010172,1.000221861,0.999058189,0.997798296,0.993599837
20180104,52120,52180,50640,51080,11695450,9.35,1.25,14.08,1.001713314,1.044768695,1.093081465,1.159451983,1.000443676,0.999621338,0.998226922,0.994002632
20180105,51300,52120,51200,52120,9481150,9.35,1.25,14.08,1.017430887,1.066936254,1.115801328,1.185850408,1.000415839,1.000076211,0.998540375,0.994299189
20180108,52400,52520,51500,52020,8383650,9.35,1.25,14.08,1.021224674,1.076794618,1.126786726,1.199690483,0.999796695,0.999665054,0.997998284,0.993733101
20180109,51460,51720,49980,50400,18013600,9.35,1.25,14.08,1.005353856,1.059384292,1.109950612,1.183633699,0.999842908,0.999794405,0.998201791,0.993902929
20180110,50500,50520,48640,48840,18566800,9.35,1.25,14.08,1.008235784,1.059521006,1.112270339,1.188054809,0.998215821,0.99785606,0.996332265,0.991976972
20180111,48200,49260,48020,48240,25123800,9.35,1.25,14.08,1.018542644,1.075820146,1.130868603,1.210231566,0.999500666,0.998921047,0.997479923,0.993080258
20180112,48240,48480,46760,48200,27270450,9.35,1.25,14.08,1.031981307,1.093964664,1.152952444,1.236188496,0.999926003,0.999138156,0.997744181,0.99330819
20180115,48800,48980,47920,48540,10096000,9.35,1.25,14.08,1.041096942,1.108926263,1.171706913,1.259025974,0.998232234,0.997051047,0.995604527,0.991120001
20180116,48760,50140,48620,50000,20389650,9.35,1.25,14.08,1.03510891,1.111841705,1.178306621,1.269067802,0.999907412,0.998536798,0.996998864,0.992507219
20180117,50020,50020,49060,49620,11053050,9.35,1.25,14.08,1.006338305,1.08607985,1.153781606,1.24529591,0.999916674,0.998691529,0.997127104,0.992652761
20180118,50020,50640,49820,49900,14848850,9.35,1.25,14.08,1.009052599,1.091763487,1.163280995,1.258338263,1.001120173,1.00003699,0.99848728,0.994033562
20180119,50380,50380,49040,49320,9219950,9.35,1.25,14.08,0.987067026,1.062293333,1.134986449,1.229920089,1.001129337,1.000145652,0.998627253,0.994220681
20180122,48640,48680,47960,48240,12520900,9.35,1.25,14.08,0.983413256,1.046521692,1.121651805,1.217500252,0.99984269,0.999343328,0.997762998,0.993406024
20180123,48660,49160,48300,49160,13532700,9.35,1.25,14.08,1.008995355,1.062289214,1.143830388,1.244020625,1.000222035,0.999981502,0.998373981,0.994106072
