date,open,high,low,close,volume,per,pbr,roe,market_kospi_ma5_ratio,market_kospi_ma20_ratio,market_kospi_ma60_ratio,market_kospi_ma120_ratio,bond_k3y_ma5_ratio,bond_k3y_ma20_ratio,bond_k3y_ma60_ratio,bond_k3y_ma120_ratio
20160825,32600,33180,32440,32780,14173800,9.35,1.25,14.08,0.993126125,0.980110781,0.985421465,0.986520042,0.999604171,0.999489529,1.001336738,1.003746982
20160826,32120,32460,32060,32240,12058000,9.35,1.25,14.08,0.99254599,0.976686288,0.980797155,0.981350719,0.999721075,0.999489506,1.001233783,1.003647794
20160829,32040,32800,31940,32800,8925750,9.35,1.25,14.08,0.974955415,0.955425128,0.957373078,0.957148105,0.999136077,0.998792273,1.000420503,1.002835458
20160830,32940,33420,32660,32900,7849600,9.35,1.25,14.08,0.986607952,0.963732778,0.963971197,0.963038607,0.999882981,0.999354486,1.000872505,1.003262772
20160831,32820,32820,32220,32400,20532200,9.35,1.25,14.08,0.987848548,0.960654127,0.959259404,0.957567564,0.999333717,0.998650351,1.000041297,1.002394071
20160901,31660,31760,31260,31740,18790150,9.35,1.25,14.08,1.00294326,0.973559164,0.971008847,0.968722725,0.99901823,0.998067574,0.999286749,1.001656785
20160902,31900,32260,31760,31940,8153000,9.35,1.25,14.08,1.012404702,0.983475517,0.979803477,0.976976848,0.999044839,0.997781608,0.99882133,1.001188989
20160905,31800,32300,31700,32120,8383800,9.35,1.25,14.08,1.011449877,0.988415929,0.984186619,0.980836931,0.999684557,0.998359619,0.999214765,1.001569656
20160906,32140,32900,31940,32860,7660150,9.35,1.25,14.08,1.007612826,0.989316859,0.984241984,0.980671052,1.00069405,0.999318156,1.000047291,1.002403605
20160907,32960,33040,32420,32420,9591850,9.35,1.25,14.08,0.994972543,0.981475005,0.974913759,0.971141721,0.998331605,0.996603715,0.997146827,0.99946468
20160908,32460,32780,32280,32780,12070850,9.35,1.25,14.08,0.988579679,0.976902167,0.968172484,0.964070795,0.999188129,0.997381946,0.997697125,1.000007147
20160909,32220,32360,31280,31500,13258400,9.35,1.25,14.08,0.988500503,0.976113468,0.965032387,0.960936829,0.998366514,0.996354581,0.996434603,0.998713522
20160912,29800,30120,29120,29300,26499350,9.35,1.25,14.08,0.978274188,0.96207243,0.948096953,0.943929829,0.997778099,0.995285749,0.995055647,0.997293936
20160913,30160,30980,29900,30540,24717250,9.35,1.25,14.08,0.994819111,0.97552365,0.959278932,0.954757693,0.999059794,0.995955704,0.99541221,0.997634406
20160919,30760,31380,30720,31160,22408150,9.35,1.25,14.08,1.006373633,0.987085462,0.969223984,0.964408427,0.999584015,0.996475128,0.995626934,0.997833446
20160920,31180,31760,31180,31700,12921150,9.35,1.25,14.08,1.016073161,1.000398977,0.980991072,0.97593196,1.000036187,0.996812257,0.995670476,0.99785869
20160921,31900,32020,31520,31840,10509050,9.35,1.25,14.08,1.017677501,1.007329118,0.986503749,0.98144493,1.000515706,0.99749465,0.996075058,0.998239004
20160922,32000,32820,31980,32360,11429950,9.35,1.25,14.08,1.018241654,1.017885467,0.995707342,0.991411361,1.001284161,0.998894828,0.997314253,0.999421923
20160923,31640,31960,31320,31420,18299650,9.35,1.25,14.08,1.014643753,1.022769841,0.999595502,0.99623312,1.000542446,0.998691513,0.996904285,0.998950306
20160926,31420,31920,31280,31360,14524800,9.35,1.25,14.08,1.005982335,1.020128975,0.996277046,0.993637853,1.000081352,0.998643834,0.996669211,0.998661862
20160927,31000,31500,30660,31380,9834400,9.35,1.25,14.08,1.003819796,1.021650225,0.997624542,0.99542213,0.999864437,0.998815072,0.996662328,0.998602835
20160928,31080,31460,31080,31340,8706400,9.35,1.25,14.08,0.999551725,1.019344642,0.995560217,0.993689611,0.999882526,0.999157962,0.996843105,0.998725455
20160929,31460,32380,31440,32000,11397550,9.35,1.25,14.08,1.002680296,1.021910592,0.999876088,0.998217737,1.000225927,0.99958456,0.99715904,0.998978202
20160930,31800,32300,31700,31960,11762700,9.35,1.25,14.08,0.99227981,1.00812544,0.987547377,0.985916454,1.001689281,1.001524167,0.999030716,1.000793493
20161004,32200,32480,32120,32280,13053100,9.35,1.25,14.08,0.999338509,1.013372655,0.994482025,0.992772914,1.000415447,1.000584886,0.998041069,0.999732625
20161005,32020,32520,31940,32380,12470450,9.35,1.25,14.08,0.999440077,1.01166505,0.993845731,0.992275951,0.999665875,1.000049686,0.997459796,0.999081318
20161006,33920,34000,33340,33820,29558150,9.35,1.25,14.08,0.998529199,1.009474021,0.992515024,0.990821722,0.999105966,0.999568587,0.996945979,0.998480416
20161007,34000,34320,33800,34120,26050550,9.35,1.25,14.08,0.990254238,0.997302775,0.980684502,0.978818248,0.99944009,0.999997741,0.997317537,0.99877939
20161010,33000,33780,32560,33600,25293300,9.35,1.25,14.08,0.99043238,0.995923233,0.979534573,0.977359003,0.999756069,1.000070039,0.997288833,0.998672618
20161011,32000,32500,30900,30900,38427150,9.35,1.25,14.08,0.988838273,0.990006791,0.974260498,0.971687387,0.999123299,0.999100723,0.996326509,0.997619773
20161012,29900,30900,29880,30700,39088550,9.35,1.25,14.08,0.992353862,0.988802093,0.974029287,0.970988596,0.999294807,0.999071252,0.996281858,0.997470902
20161013,31000,31620,30900,31140,21864550,9.35,1.25,14.08,0.988411978,0.978814447,0.964996841,0.961420596,1.00071415,1.000573952,0.997880893,0.998978762
20161014,30960,31760,30940,31540,14158950,9.35,1.25,14.08,0.994394793,0.980646452,0.968490617,0.964502256,1.000370642,1.00012653,0.997581021,0.998592261
20161017,31300,32040,30760,31800,12785200,9.35,1.25,14.08,0.991203069,0.973162563,0.962035976,0.957582342,0.999936713,0.999543608,0.997102303,0.998038815
20161018,31440,31900,31440,31780,10384500,9.35,1.25,14.08,0.994988027,0.974297183,0.963693665,0.958729071,0.999837278,0.999514251,0.997175721,0.998027182
20161019,31580,32860,31500,32500,15444550,9.35,1.25,14.08,0.999066304,0.976683287,0.96613808,0.960623281,1.000108457,0.999959335,0.99774282,0.998512601
20161020,32520,33020,32180,32400,10330450,9.35,1.25,14.08,0.992858825,0.97006063,0.959210237,0.953071147,0.999249602,0.998811638,0.996657519,0.997334651
20161021,32120,32260,31760,31780,10477500,9.35,1.25,14.08,0.990884321,0.966669304,0.954788552,0.947965226,0.999602112,0.999028446,0.996879678,0.99746513
20161024,31860,32160,31800,32160,9289950,9.35,1.25,14.08,0.988562297,0.963809535,0.950414526,0.942897561,0.999023093,0.998271362,0.996124753,0.996612012
20161025,32000,32080,31840,31940,9866100,9.35,1.25,14.08,0.982832602,0.955651592,0.940604332,0.932349854,0.999520483,0.998616987,0.996491196,0.996888718
20161026,31940,31980,31240,31340,10534000,9.35,1.25,14.08,0.983454102,0.952425917,0.935259395,0.92628544,0.999447869,0.998216824,0.996105158,0.99640403
20161027,31420,32340,31120,31460,14117000,9.35,1.25,14.08,1.005877978,0.97478825,0.955773657,0.94580004,0.999565446,0.998234713,0.996134764,0.996320161
20161028,31600,32280,31600,32280,10214200,9.35,1.25,14.08,0.996435553,0.965767325,0.944928233,0.934214442,0.998967475,0.997368564,0.995228911,0.995306372
20161031,32320,32780,32220,32780,12067200,9.35,1.25,14.08,0.979398572,0.946434642,0.923860514,0.912380576,0.999166493,0.997548754,0.995280124,0.995246069
20161101,32600,33040,32240,33040,10347400,9.35,1.25,14.08,0.986328902,0.953307158,0.92807945,0.915592801,0.999438085,0.997681651,0.995332101,0.995189878
20161102,32800,33040,32620,32860,10099250,9.35,1.25,14.08,0.963266007,0.927987056,0.900022712,0.886907979,1.000135968,0.99838933,0.995991271,0.995756442
20161103,32600,32800,32120,32320,10341850,9.35,1.25,14.08,0.981549774,0.939350803,0.9079191,0.893683039,1.000997054,0.999384632,0.996998967,0.996681789
20161104,32100,32680,32100,32540,7103850,9.35,1.25,14.08,0.992257798,0.945366195,0.911081711,0.895929694,1.000525615,0.999232961,0.996848122,0.996430896
20161107,32940,33000,32680,32800,7661900,9.35,1.25,14.08,1.011520356,0.96686589,0.929727352,0.913495267,1.000235573,0.999262287,0.996871092,0.996363125
20161108,32980,32980,32700,32880,5417450,9.35,1.25,14.08,1.015527647,0.973518686,0.934527386,0.917328406,1.000199279,0.999545126,0.997194394,0.996608999
20161109,32920,33140,31820,31920,15683600,9.35,1.25,14.08,0.977759366,0.940534771,0.900341283,0.882435686,1.000769684,1.000454876,0.998198901,0.997522065
20161110,32600,33000,32360,32980,11795350,9.35,1.25,14.08,1.011687723,0.980437012,0.937483749,0.917680328,0.998514412,0.998042034,0.995716813,0.994933044
20161111,31700,32360,31700,31960,12836800,9.35,1.25,14.08,1.005897381,0.981651576,0.937425591,0.91635382,0.997960756,0.997203826,0.99479609,0.993875718
20161114,31900,31920,31040,31060,15133300,9.35,1.25,14.08,1.005135436,0.983606272,0.938260794,0.916097704,0.995607946,0.994024888,0.99144913,0.990375921
20161115,31060,31620,30780,30780,13665700,9.35,1.25,14.08,1.001177228,0.980917982,0.934314632,0.911317955,0.996592458,0.994079032,0.991313858,0.990080017
20161116,30800,31280,30800,31160,13308200,9.35,1.25,14.08,1.008850756,1.000096404,0.951710861,0.927351254,0.996266958,0.992323144,0.989272782,0.987872039
20161117,31100,31520,30900,31360,7870550,9.35,1.25,14.08,1.007271828,1.002213553,0.953253015,0.927951107,0.997848109,0.992949951,0.989671609,0.988099273
20161118,31640,31760,31400,31720,9460750,9.35,1.25,14.08,0.995758575,0.992736871,0.943485351,0.917629681,0.99889529,0.993232294,0.989701353,0.987967582
20161121,31300,32120,31300,31860,8180200,9.35,1.25,14.08,0.981963585,0.978261161,0.928697227,0.902374133,0.99930572,0.993526501,0.989793518,0.98787656
20161122,32140,32900,32000,32800,9751100,9.35,1.25,14.08,0.986362667,0.982846756,0.932671428,0.905370811,0.999643523,0.99380039,0.989831521,0.987738133
20161123,33220,33220,32520,32980,12668600,9.35,1.25,14.08,0.978187149,0.968775286,0.918669404,0.890959937,0.999414905,0.993888206,0.989692215,0.987421263
20161124,32980,33040,32660,33000,7757150,9.35,1.25,14.08,0.976916035,0.960780923,0.909012626,0.880790397,0.998929963,0.993559714,0.989113488,0.986674586
20161125,32820,33040,32660,33000,6276900,9.35,1.25,14.08,0.992782728,0.972500702,0.918486426,0.88961244,0.998902054,0.993611038,0.988936831,0.986336889
20161128,33000,33620,32800,33540,13294050,9.35,1.25,14.08,0.990215542,0.967229486,0.912900733,0.883701894,1.00006406,0.995021705,0.990157023,0.987397758
20161129,33800,33960,33380,33540,18081300,9.35,1.25,14.08,1.000157735,0.974563779,0.919144102,0.889402513,1.001024909,0.996424749,0.991393243,0.988500701
20161130,33540,34940,33540,34920,28535200,9.35,1.25,14.08,1.00162984,0.975422556,0.920985215,0.890656899,1.001043039,0.997026962,0.991799966,0.988754399
20161201,34800,35060,34660,34980,15535350,9.35,1.25,14.08,0.997430184,0.973009337,0.919460045,0.888510701,0.999789585,0.99640997,0.990904131,0.9877129
20161202,34480,34760,34140,34540,15352950,9.35,1.25,14.08,0.989156408,0.963244399,0.910615851,0.879174142,0.999624992,0.996962316,0.991193622,0.987851092
20161205,34340,34680,34220,34360,8484600,9.35,1.25,14.08,0.975480695,0.9478448,0.895007899,0.863075925,1.000118888,0.998072031,0.992077412,0.988573536
20161206,34440,35200,34400,34960,14001800,9.35,1.25,14.08,0.990996047,0.961506621,0.906846742,0.873644369,1.000978393,0.999509239,0.993260011,0.989650646
20161207,35040,35480,35040,35440,9603650,9.35,1.25,14.08,0.992121661,0.958508096,0.904522405,0.870657876,0.997025716,0.995431495,0.988768634,0.985022065
20161208,35980,36020,35520,35800,16462550,9.35,1.25,14.08,1.005766707,0.971722766,0.915978138,0.880894675,0.997646563,0.996016209,0.989019967,0.985146023
20161209,35900,35900,35400,35600,10652450,9.35,1.25,14.08,1.01983209,0.990161655,0.932649194,0.896506961,0.998277331,0.996546914,0.989248223,0.985267784
20161212,34660,35360,34660,35040,11414450,9.35,1.25,14.08,1.024976921,1.006226798,0.947762901,0.91065814,0.998743603,0.99655021,0.989125268,0.985023328
20161213,34620,35440,34620,35320,11684450,9.35,1.25,14.08,1.028196395,1.02013089,0.961750261,0.923653649,1.000146871,0.997336287,0.989816127,0.985587741
20161214,35560,35680,35280,35540,7455100,9.35,1.25,14.08,1.018877988,1.023747037,0.965493239,0.926623062,1.001963465,0.999723075,0.992287859,0.987947874
20161215,34820,35500,34820,35180,5773550,9.35,1.25,14.08,1.020203167,1.037973374,0.979809685,0.939636207,0.999981652,0.998045113,0.990662926,0.986210768
20161216,35300,36020,35200,35860,11747700,9.35,1.25,14.08,1.013380793,1.040273682,0.983765502,0.942160047,1.000761209,0.99927655,0.991993988,0.987427165
20161219,35620,36380,35620,35900,5435800,9.35,1.25,14.08,1.008038173,1.040258545,0.98656819,0.943506947,1.00022003,0.999226081,0.992048157,0.987383186
20161220,35920,36400,35840,36240,7615200,9.35,1.25,14.08,0.998071645,1.031649437,0.980776661,0.936753682,0.999624184,0.998955748,0.991877227,0.987111417
20161221,36360,36600,36020,36100,6552100,9.35,1.25,14.08,0.997121289,1.031139377,0.98359692,0.938331274,1.00026587,0.999512176,0.99256219,0.987696977
20161222,36260,36300,35980,36180,6354600,9.35,1.25,14.08,0.994269368,1.024650974,0.981145568,0.934935048,1.001172945,1.000872574,0.994137059,0.989181744
20161223,36020,36080,35600,35640,8334850,9.35,1.25,14.08,1.001188985,1.029128622,0.989070879,0.941501806,1.000375668,1.000183217,0.993680659,0.988637341
20161226,35600,36000,35560,35960,4823600,9.35,1.25,14.08,0.996223402,1.019634847,0.983473375,0.935393136,1.000705335,1.000794718,0.99451965,0.989360678
20161227,35980,36200,35860,35980,4653450,9.35,1.25,14.08,1.001311608,1.023080458,0.990402637,0.941176116,1.000027473,1.000469543,0.994346853,0.989093478
20161228,35840,35980,35600,35760,6662900,9.35,1.25,14.08,1.012872674,1.035120399,1.006203351,0.955412486,1.00095198,1.001871351,0.995916756,0.990577735
20161229,35420,36040,35400,36040,7516450,9.35,1.25,14.08,1.014524426,1.038779872,1.014326689,0.962552049,1.001034117,1.002146114,0.996424586,0.991024218
20170102,35980,36240,35880,36100,4650600,9.35,1.25,14.08,1.011493783,1.035906102,1.016484087,0.964208405,1.000292764,1.001667384,0.996171026,0.990699123
20170103,36280,36620,36020,36480,7357650,9.35,1.25,14.08,1.01180978,1.038103095,1.024818061,0.971868908,1.000713391,1.002375047,0.997088427,0.991547926
20170104,36500,36520,36100,36160,7971750,9.35,1.25,14.08,1.010053299,1.038406009,1.030855213,0.977526284,0.99991771,1.001921663,0.996766615,0.991175253
20170105,36060,36060,35540,35560,10967450,9.35,1.25,14.08,1.00945221,1.037387452,1.035953656,0.982388918,1.000923226,1.002949312,0.998198836,0.992566703
20170106,36180,36440,36040,36200,8880950,9.35,1.25,14.08,1.007462695,1.034392982,1.038430259,0.984972579,1.000639737,1.002607475,0.998291201,0.992600147
20170109,36600,37500,36560,37220,13194900,9.35,1.25,14.08,1.001897275,1.027986106,1.036596646,0.98336032,0.999296302,1.001096358,0.997168405,0.991414451
20170110,37280,37400,37080,37240,9099800,9.35,1.25,14.08,0.993391208,1.016571366,1.028486485,0.975859427,0.999606994,1.001112143,0.997582889,0.99176439
20170111,37520,38560,37420,38280,12018150,9.35,1.25,14.08,0.995803893,1.016264415,1.030997859,0.978459183,0.999661844,1.001008971,0.997859167,0.991983252
20170112,38000,38800,37980,38800,11669150,9.35,1.25,14.08,0.990924821,1.006615117,1.023650975,0.971639957,1.000539251,1.001711154,0.998860197,0.992924044
20170113,38100,38320,37460,37460,15954450,9.35,1.25,14.08,0.99656755,1.008365701,1.027160091,0.975335254,1.000758601,1.001713053,0.999244828,0.993271676
20170116,36860,37820,36320,36660,16611500,9.35,1.25,14.08,0.990328267,0.99710262,1.016810277,0.965870791,0.999972585,1.000933015,0.998775395,0.992763885
20170117,36580,37460,36580,36960,8150700,9.35,1.25,14.08,0.988176714,0.990844223,1.011178605,0.960899424,0.999908626,1.000827697,0.998975281,0.992936492
20170118,37040,37500,36620,36940,8875400,9.35,1.25,14.08,0.99622736,0.994730362,1.016226297,0.966323319,1.000036544,1.000916699,0.999403487,0.993333011
20170119,37720,37920,37020,37480,9418900,9.35,1.25,14.08,0.997232166,0.993023989,1.015347204,0.966173862,0.99877535,0.999234242,0.997978048,0.991885181
20170120,37120,37420,36880,37200,9185000,9.35,1.25,14.08,0.994729895,0.986085712,1.009469383,0.960903004,0.999524624,0.99965485,0.998598026,0.992479736
20170123,37200,38060,37000,38060,8810400,9.35,1.25,14.08,0.988687672,0.976660436,1.000176699,0.95254134,1.000712999,1.000799909,1.000001522,0.993878384
20170124,38120,38580,37880,38160,11048750,9.35,1.25,14.08,0.987284631,0.971980599,0.995524762,0.948919674,1.000630678,1.000694705,1.000124854,0.994010363
20170125,38340,39400,38320,39400,13433850,9.35,1.25,14.08,0.987472773,0.967433795,0.990630066,0.944938785,1.000164538,1.000047985,0.999707621,0.993601653
20170126,39420,40000,39420,39900,15214500,9.35,1.25,14.08,1.002131606,0.979624831,1.001989162,0.957059845,0.998903058,0.998802625,0.998589653,0.992468877
20170131,39900,39900,39460,39460,17992200,9.35,1.25,14.08,1.002979008,0.979735998,1.000718178,0.957063311,0.999853756,0.999851471,0.999799687,0.993644575
20170201,39540,39660,39040,39120,14150400,9.35,1.25,14.08,1.012733856,0.992401202,1.01262835,0.969699972,0.999497143,0.999218504,0.999325069,0.993150439
20170202,39600,39660,39200,39360,15029300,9.35,1.25,14.08,0.995421006,0.97730034,0.995598831,0.954187799,1.000475481,1.000086833,1.000342849,0.994144077
20170203,39400,39500,39180,39460,10386350,9.35,1.25,14.08,0.989340282,0.973567754,0.989780169,0.949353486,1.000256042,0.999801201,1.000226316,0.993998314
20170206,39580,39660,39140,39560,8860700,9.35,1.25,14.08,0.994071008,0.978829653,0.992321898,0.95327518,1.000274261,1.000114257,1.000669155,0.994404967
20170207,39560,39580,38760,38820,14041800,9.35,1.25,14.08,0.992820309,0.977979663,0.989072098,0.95094987,1.001142439,1.001233947,1.001917736,0.995662044
20170208,38740,38780,38200,38400,17092950,9.35,1.25,14.08,0.997780825,0.980720312,0.989536895,0.952254169,1.000484231,1.000840851,1.001689989,0.99547172
20170209,38780,38840,38220,38400,13694150,9.35,1.25,14.08,1.002125456,0.986385987,0.993468327,0.956869031,1.000611995,1.001126376,1.002081858,0.995960214
20170210,38400,38760,38300,38360,11020750,9.35,1.25,14.08,1.000921324,0.987821728,0.992904795,0.957186626,0.99947939,1.000052548,1.001067268,0.995047344
20170213,37740,38060,37720,37960,11102050,9.35,1.25,14.08,1.002828538,0.991700989,0.995545102,0.960384948,1,1.000721949,1.001740387,0.995856471
20170214,37960,38260,37320,37580,13124150,9.35,1.25,14.08,1.001247568,0.992914448,0.99533206,0.960820985,1.000063928,1.000717377,1.001729696,0.995984411
20170215,37080,37960,37080,37720,14191550,9.35,1.25,14.08,1.006109039,1.001044216,1.002626978,0.968665498,1.000027398,1.000637392,1.001670213,0.996061615
20170216,37800,38360,37780,38020,10226350,9.35,1.25,14.08,1.00531863,1.002672663,1.003455115,0.970556803,0.999926929,1.000388367,1.001428543,0.995965947
20170217,37560,38040,37280,37860,15377450,9.35,1.25,14.08,1.006111158,1.00679061,1.006687954,0.97477718,1.000429192,1.001075959,1.002131318,0.996813164
20170220,38220,38780,38160,38660,7485800,9.35,1.25,14.08,1.005550213,1.009367997,1.008216232,0.977599361,0.999716898,1.000214717,1.0013309,0.996164021
20170221,38540,39560,38420,38940,10562600,9.35,1.25,14.08,1.006038094,1.013409354,1.011464314,0.982289615,0.999853876,1.000239827,1.001383442,0.996378179
20170222,39000,39340,38980,39300,8539450,9.35,1.25,14.08,1.002529787,1.011206637,1.009065361,0.981129736,0.998976861,0.999152564,1.000212656,0.995366622
20170223,39020,39440,39020,39180,10217300,9.35,1.25,14.08,0.996177654,1.004765403,1.002356557,0.975897335,0.999598005,0.999684772,1.00069588,0.995993405
20170224,38960,39100,38060,38220,9296850,9.35,1.25,14.08,0.992733165,0.999600004,0.997114226,0.971910125,1.000959298,1.00098902,1.002041857,0.997467108
20170227,38020,38140,37700,38060,9033700,9.35,1.25,14.08,0.990998579,0.99570321,0.992418884,0.968507135,1.000867778,1.000945495,1.002108877,0.997659956
20170228,38060,38760,37960,38440,15088700,9.35,1.25,14.08,0.994434951,0.996151775,0.99205671,0.969460893,1.000484076,1.000602883,1.001795562,0.997487462
20170302,38420,39860,38420,39720,21249800,9.35,1.25,14.08,0.993143417,0.992021368,0.986166432,0.965181309,0.999050176,0.999200749,1.000408492,0.996237206
20170303,39340,39720,39160,39620,12708700,9.35,1.25,14.08,0.985213489,0.97964486,0.972214402,0.95317263,0.999196296,0.999342328,1.000538809,0.996495953
20170306,39220,40220,39220,40080,12234850,9.35,1.25,14.08,0.994147514,0.985473613,0.976989262,0.959308574,0.99958891,0.999463366,1.000683615,0.996729415
20170307,39800,40320,39800,40200,10553250,9.35,1.25,14.08,0.999436001,0.98913267,0.979497158,0.963266935,0.998766053,0.998159338,0.999262312,0.995476006
20170308,40200,40620,40140,40200,12140950,9.35,1.25,14.08,1.001070911,0.988882731,0.978455409,0.963546169,0.997465737,0.99615563,0.997009657,0.993364661
20170309,40200,40300,40020,40200,14372250,9.35,1.25,14.08,1.002626803,0.989717973,0.978758826,0.964748865,0.998132364,0.996374121,0.9969975,0.993473661
20170310,39960,40420,39860,40180,10227800,9.35,1.25,14.08,1.008918233,0.999627768,0.98841316,0.97512511,0.998570722,0.996306927,0.996664525,0.993269375
20170313,40040,40980,40040,40600,7424100,9.35,1.25,14.08,1.010562189,1.004653745,0.993668723,0.981093448,0.999981664,0.997245746,0.99742357,0.994154245
20170314,40620,41540,40500,41360,11325050,9.35,1.25,14.08,1.00548486,1.002076369,0.991251835,0.979536231,1.000486051,0.99761558,0.997623183,0.994445677
20170315,40800,41440,40800,41400,9587850,9.35,1.25,14.08,0.995622823,0.993431572,0.982786533,0.971758284,1.000871,0.998410902,0.998238197,0.995191102
20170316,41800,42180,41540,41840,9933150,9.35,1.25,14.08,1.001589149,1.00208783,0.991401342,0.980991448,1.002079935,1.000301833,1.000029718,0.997117024
20170317,41800,42500,41720,42400,12602300,9.35,1.25,14.08,1.000251186,1.001347102,0.990653646,0.980984766,1.001684658,1.000699726,1.000348978,0.997577596
20170320,42000,42120,41740,41900,10250050,9.35,1.25,14.08,0.995586845,0.995350134,0.984185038,0.975355872,1.001409018,1.001159406,1.000700201,0.998078164
20170321,41780,42680,41760,42560,14220150,9.35,1.25,14.08,0.998032491,0.997197589,0.985422991,0.977369327,1.001124551,1.001603022,1.001097093,0.998620247
20170322,41600,42460,41580,42460,16427250,9.35,1.25,14.08,0.994858459,0.994877192,0.982153289,0.974938294,1.000511677,1.001593861,1.001059722,0.998707533
20170323,42200,42360,41700,41800,15397100,9.35,1.25,14.08,0.994236876,0.992825987,0.979230768,0.972761402,1.00026491,1.001527444,1.001010914,0.998797111
20170324,41600,41980,41080,41500,12808150,9.35,1.25,14.08,1.000256558,0.997947254,0.983701209,0.977974603,1.000091333,1.001486224,1.000972025,0.998902272
20170327,41200,41880,41180,41200,12177650,9.35,1.25,14.08,0.999101413,0.996753957,0.982205326,0.977221729,1.000073058,1.001600585,1.00101616,0.999089194
20170328,41560,41840,41380,41480,8216250,9.35,1.25,14.08,1.006830848,1.005295133,0.991035443,0.986576711,1.000529598,1.002192797,1.001575984,0.999767717
20170329,41740,41960,41580,41780,10093250,9.35,1.25,14.08,1.007043697,1.00739338,0.993697937,0.989691496,0.999881298,1.001568595,1.000917847,0.999214884
20170330,41880,42440,41880,41980,8204000,9.35,1.25,14.08,1.005746353,1.008641074,0.995864864,0.99220137,1.000566014,1.002341235,1.001745743,1.00016312
20170331,41820,42020,41200,41200,10500300,9.35,1.25,14.08,1.009605692,1.014645121,1.003786183,1.000372932,1.000492876,1.002382161,1.00185232,1.000379502
20170403,41400,41720,41300,41440,9579400,9.35,1.25,14.08,1.017552842,1.027723977,1.019073474,1.015875033,0.999753575,1.00164136,1.001139389,0.999771445
20170404,41600,42180,41520,42080,12255500,9.35,1.25,14.08,1.00833438,1.021146452,1.014626465,1.01158338,1.000547545,1.002386198,1.002031969,1.000751887
20170405,41900,42240,41700,42140,10699700,9.35,1.25,14.08,1.010490196,1.026740145,1.022591526,1.019604539,1.000228092,1.002017654,1.00191921,1.00074206
20170406,42000,42080,41600,41840,9683400,9.35,1.25,14.08,1.00586488,1.025180745,1.023385734,1.020547995,1.000027371,1.00156709,1.001695996,1.000639417
20170407,41800,41820,41160,41600,10021000,9.35,1.25,14.08,1.0059213,1.02807099,1.028123014,1.025544296,0.999452505,1.000589227,1.000940505,0.99999049
20170410,41940,41940,41500,41940,7141350,9.35,1.25,14.08,0.986682986,1.005179121,1.006044954,1.003573193,0.998521385,0.9992533,0.999749453,0.998894809
20170411,41940,41940,41580,41600,7172900,9.35,1.25,14.08,0.991451379,1.008182867,1.009974013,1.007725396,0.999397403,0.999634703,1.000299286,0.999533533
20170412,41860,41940,41700,41900,8274900,9.35,1.25,14.08,0.993912903,1.006832116,1.010027153,1.007883444,0.999853876,0.999673563,1.000484341,0.999795667
20170413,41660,42460,41660,42420,9040800,9.35,1.25,14.08,0.999891006,1.009935515,1.014070442,1.012189906,1.000931566,1.000618568,1.001509339,1.000917854
20170414,42160,42260,41760,42020,5462850,9.35,1.25,14.08,0.995680606,1.000418276,1.005075978,1.003457704,1.001214423,1.001008769,1.00197837,1.001480758
20170417,42000,42080,41520,41560,5224750,9.35,1.25,14.08,1.010492242,1.016915148,1.023261085,1.021832832,1.000867026,1.001047465,1.002084154,1.001679513
20170418,41680,41820,41280,41500,6860650,9.35,1.25,14.08,1.014671827,1.023346214,1.031573033,1.030382397,1.00027371,1.000711958,1.001756626,1.001465333
20170419,41300,41420,40900,40900,11762900,9.35,1.25,14.08,1.011981678,1.023033888,1.033232639,1.03260355,1.000574545,1.001343917,1.002429592,1.002249119
20170420,40580,40800,40080,40280,21148850,9.35,1.25,14.08,1.007852953,1.020244403,1.032370207,1.032356099,0.999662584,1.00042209,1.001539495,1.00143275
20170421,40480,41400,40480,40760,15130500,9.35,1.25,14.08,1.001214197,1.016711988,1.030392024,1.030848847,0.999936165,1.000627388,1.001786893,1.001755241
20170424,41260,41260,40920,41240,8990150,9.35,1.25,14.08,0.988952369,1.001789758,1.016391336,1.017305625,0.998795862,0.999176403,1.000313673,1.000353277
20170425,41460,42740,41320,42700,19299600,9.35,1.25,14.08,0.999023997,1.009664586,1.025605425,1.026597163,0.999936141,1.000255516,1.001358928,1.001504938
20170426,42700,42800,42520,42800,14794800,9.35,1.25,14.08,1.003314291,1.011983937,1.029195716,1.030369247,1.000200734,1.000294285,1.001415215,1.001658466
20170427,42700,44520,41960,43840,23032250,9.35,1.25,14.08,0.99847484,1.004295739,1.022508528,1.023599071,1.000638628,1.000805261,1.001908419,1.00226205
20170428,45780,45800,44520,44620,22685700,9.35,1.25,14.08,0.99605219,0.999016463,1.017441031,1.018860629,1.000510884,1.000688903,1.001778178,1.002226001
20170502,45500,45500,44760,44900,14068300,9.35,1.25,14.08,0.993242344,0.996303798,1.014038398,1.015894475,0.999890553,1.000282849,1.001375449,1.001920736
20170504,45700,45700,44860,45520,13690100,9.35,1.25,14.08,1.006194546,1.00933672,1.027419788,1.029478906,0.999671656,1.000070713,1.001118138,1.001762067
20170508,45520,47020,45340,47020,19582550,9.35,1.25,14.08,1.01664521,1.021422614,1.039842415,1.04261646,0.998969147,0.999215264,1.00021008,1.000903362
20170510,46160,47220,45600,45600,23410950,9.35,1.25,14.08,1.011823603,1.019306682,1.037747544,1.041173555,0.999689764,0.999739936,1.000704067,1.001448029
